M_H,M_K,M_J,M_NCD,M_P_RGB,M_P_L,Q_F,Size,Artist,Pntg_num,Genre,Size_tolerance,Artistic_style,true_label
0.40891,0.72096,0.93073,0.21512,0.22754,0.137613,100,568516,eugene-boudin,86,Landscape,0.2,Impressionism,AI
0.34634,0.93394,0.91545,0.50484,0.244892,0.160225,75,617796,ivan-shishkin,53,Landscape,0.2,Realism,AI
0.4171,0.97414,0.82219,0.69629,0.366709,0.343345,75,675684,ivan-aivazovsky,15,Landscape,0.2,Romanticism,AI
0.44973,0.94514,0.86784,0.51883,0.276193,0.222043,75,633616,aleksey-savrasov,89,Landscape,0.2,Realism,AI
0.43012,0.95088,0.85198,0.57353,0.263588,0.232808,75,592900,ilya-repin,35,Landscape,0.2,Realism,AI
0.37884,0.9371,0.93304,0.50941,0.249812,0.148488,75,574564,eugene-boudin,38,Landscape,0.2,Impressionism,AI
0.46191,0.95642,0.84049,0.5683,0.327567,0.285702,75,700569,aleksey-savrasov,51,Landscape,0.2,Realism,AI
0.45986,0.95439,0.82684,0.56359,0.316504,0.284874,75,577600,isaac-levitan,76,Marina,0.2,Realism,AI
0.40741,0.95506,0.84865,0.57584,0.365942,0.30384,85,635209,ivan-aivazovsky,65,Landscape,0.2,Romanticism,AI
0.39085,0.9313,0.90234,0.48818,0.222059,0.146321,75,478864,alfred-sisley,56,Landscape,0.2,Impressionism,AI
0.37552,0.94671,0.85861,0.54643,0.282182,0.238763,75,672400,isaac-levitan,70,Landscape,0.2,Realism,AI
0.39267,0.94114,0.88464,0.52424,0.260323,0.211098,75,651249,vasily-polenov,18,Landscape,0.2,Realism,AI
0.33802,0.94109,0.90967,0.53635,0.23743,0.144177,75,606841,alfred-sisley,45,Landscape,0.2,Impressionism,AI
0.41307,0.95127,0.8707,0.57671,0.292518,0.25395,75,646416,ilya-repin,42,Portrait,0.2,Realism,AI
0.38172,0.94805,0.87405,0.56384,0.270766,0.217979,75,605284,isaac-levitan,5,Landscape,0.2,Realism,AI
0.44555,0.9547,0.84399,0.58617,0.313473,0.267331,75,487204,ilya-repin,36,Portrait,0.2,Realism,AI
0.33989,0.94869,0.86062,0.554,0.344215,0.275793,85,669124,ivan-aivazovsky,18,Landscape,0.2,Romanticism,AI
0.50522,0.96387,0.85677,0.6352,0.285834,0.262112,75,665856,ilya-repin,45,Portrait,0.2,Realism,AI
0.47257,0.90973,0.81676,0.40683,0.291238,0.288181,93,473344,camille-corot,7,Landscape,0.2,Realism,AI
0.42286,0.77933,0.83101,0.26558,0.292858,0.304419,100,677329,camille-corot,80,Landscape,0.2,Realism,AI
0.34818,0.93294,0.89514,0.49606,0.248997,0.15803,75,490000,alfred-sisley,97,Cityscape,0.2,Impressionism,AI
0.43078,0.95189,0.83508,0.56156,0.325531,0.27476,75,532900,vasily-polenov,15,Flower painting,0.2,Realism,AI
0.29705,0.93308,0.92922,0.50211,0.275634,0.151862,75,683929,alfred-sisley,6,Landscape,0.2,Impressionism,AI
0.38579,0.95949,0.77656,0.6042,0.365111,0.365475,85,630436,ivan-aivazovsky,79,Marina,0.2,Romanticism,AI
0.36337,0.93969,0.9249,0.51418,0.242014,0.125149,75,705600,alfred-sisley,22,Landscape,0.2,Impressionism,AI
0.41808,0.73805,0.89408,0.23044,0.244925,0.178763,100,512656,eugene-boudin,48,Genre painting,0.2,Impressionism,AI
0.39187,0.96243,0.83216,0.63648,0.318709,0.302226,75,669124,isaac-levitan,11,Landscape,0.2,Realism,AI
0.43845,0.95442,0.84231,0.57014,0.325539,0.287721,75,690561,aleksey-savrasov,46,Landscape,0.2,Realism,AI
0.44642,0.95861,0.89385,0.59793,0.309242,0.246564,75,659344,francisco-goya,75,Capriccio,0.2,Romanticism,AI
0.42373,0.73566,0.92646,0.23255,0.280822,0.212961,100,692224,francisco-goya,41,Religious painting,0.2,Romanticism,AI
0.44454,0.95459,0.86984,0.59812,0.265278,0.262486,75,660969,camille-corot,91,Landscape,0.2,Realism,AI
0.41779,0.94614,0.87699,0.54018,0.284461,0.234703,75,562500,vasily-polenov,21,Landscape,0.2,Realism,AI
0.41664,0.95615,0.87449,0.58633,0.338387,0.268431,70,555025,francisco-goya,29,Mythological painting,0.2,Romanticism,AI
0.4355,0.96016,0.88171,0.62415,0.284278,0.258663,75,617796,camille-corot,39,Landscape,0.2,Realism,AI
0.43576,0.96137,0.87898,0.62231,0.286037,0.236302,75,682276,camille-corot,81,Portrait,0.2,Realism,AI
0.40024,0.94455,0.91264,0.53764,0.265441,0.170586,75,595984,eugene-boudin,2,Landscape,0.2,Impressionism,AI
0.43753,0.95403,0.93263,0.57762,0.237085,0.149802,75,564001,eugene-boudin,83,Cityscape,0.2,Impressionism,AI
0.45999,0.76817,0.89466,0.2504,0.230456,0.211739,100,670761,camille-corot,44,Cityscape,0.2,Realism,AI
0.40871,0.95195,0.86428,0.57196,0.286105,0.251099,75,516961,isaac-levitan,61,Landscape,0.2,Realism,AI
0.51915,0.94802,0.92905,0.54915,0.253374,0.199141,75,594441,vasily-polenov,91,Sketch and study,0.2,Realism,AI
0.41186,0.94545,0.88344,0.55286,0.255307,0.19173,75,591361,eugene-boudin,77,Cloudscape,0.2,Impressionism,AI
0.37974,0.94235,0.90893,0.53751,0.259786,0.183079,75,695556,vasily-polenov,27,Landscape,0.2,Realism,AI
0.39528,0.95281,0.88331,0.57689,0.307821,0.249523,75,659344,francisco-goya,22,Capriccio,0.2,Romanticism,AI
0.30461,0.68332,0.94286,0.2059,0.257564,0.114092,100,669124,alfred-sisley,90,Landscape,0.2,Impressionism,AI
0.44262,0.96296,0.84224,0.6304,0.329436,0.293532,67,540225,francisco-goya,84,Capriccio,0.2,Romanticism,AI
0.33712,0.94747,0.91299,0.57904,0.280875,0.191535,75,567009,ilya-repin,4,Portrait,0.2,Realism,AI
0.53661,0.96803,0.87035,0.66525,0.269903,0.26681,75,660969,camille-corot,97,Landscape,0.2,Realism,AI
0.39305,0.94149,0.89546,0.5248,0.249542,0.195255,75,599076,ivan-shishkin,65,Landscape,0.2,Realism,AI
0.58675,0.95067,0.84211,0.53545,0.28085,0.2634,75,632025,aleksey-savrasov,59,Sketch and study,0.2,Realism,AI
0.38997,0.94095,0.8726,0.52222,0.251377,0.227146,75,549081,vasily-polenov,54,Genre painting,0.2,Realism,AI
0.38918,0.72849,0.91482,0.21796,0.261712,0.173599,100,564001,eugene-boudin,39,Landscape,0.2,Impressionism,AI
0.35554,0.95386,0.84552,0.57218,0.352781,0.309516,85,582169,ivan-aivazovsky,42,Marina,0.2,Romanticism,AI
0.47938,0.94928,0.86318,0.5588,0.312621,0.254302,75,659344,francisco-goya,30,Capriccio,0.2,Romanticism,AI
0.33597,0.88095,0.93402,0.36177,0.242774,0.115844,90,577600,alfred-sisley,21,Landscape,0.2,Impressionism,AI
0.41141,0.94881,0.86898,0.54688,0.269551,0.225053,75,702244,ivan-shishkin,13,Landscape,0.2,Realism,AI
0.40023,0.95196,0.88256,0.5821,0.245208,0.206696,75,678976,isaac-levitan,50,Landscape,0.2,Realism,AI
0.36169,0.94111,0.93142,0.52333,0.260323,0.169532,75,690561,isaac-levitan,73,Landscape,0.2,Realism,AI
0.43425,0.95115,0.9042,0.56737,0.254026,0.182438,75,577600,vasily-polenov,6,Religious painting,0.2,Realism,AI
0.43078,0.95811,0.86625,0.60476,0.286233,0.224928,75,602176,ilya-repin,2,Sketch and study,0.2,Realism,AI
0.46478,0.9621,0.80584,0.61312,0.295909,0.321367,75,662596,camille-corot,95,Landscape,0.2,Realism,AI
0.35856,0.94816,0.85307,0.54874,0.301114,0.255068,75,635209,vasily-polenov,34,History painting,0.2,Realism,AI
0.36316,0.93311,0.95526,0.50869,0.230922,0.106575,75,524176,eugene-boudin,58,Marina,0.2,Impressionism,AI
0.38018,0.93664,0.92813,0.51306,0.237836,0.134032,75,583696,ivan-shishkin,63,Landscape,0.2,Realism,AI
0.37955,0.93724,0.87532,0.51618,0.242803,0.195087,75,670761,isaac-levitan,81,Landscape,0.2,Realism,AI
0.44616,0.95762,0.8691,0.61985,0.256648,0.220723,75,698896,ilya-repin,53,Portrait,0.2,Realism,AI
0.29182,0.92385,0.91516,0.48168,0.261721,0.143746,75,664225,alfred-sisley,85,Landscape,0.2,Impressionism,AI
0.38461,0.96183,0.84392,0.62162,0.357035,0.307003,85,672400,ivan-aivazovsky,1,Marina,0.2,Romanticism,AI
0.54202,0.94778,0.82954,0.5293,0.29011,0.258589,75,652864,aleksey-savrasov,3,Sketch and study,0.2,Realism,AI
0.36743,0.94547,0.91306,0.5552,0.241375,0.15783,75,528529,alfred-sisley,81,Cityscape,0.2,Impressionism,AI
0.42038,0.95671,0.84227,0.59028,0.311983,0.269635,75,670761,vasily-polenov,77,Landscape,0.2,Realism,AI
0.3934,0.94567,0.87725,0.55671,0.27494,0.24568,75,616225,ilya-repin,83,Cityscape,0.2,Realism,AI
0.41033,0.95277,0.94573,0.56686,0.269613,0.146547,75,559504,eugene-boudin,29,Landscape,0.2,Impressionism,AI
0.49337,0.97885,0.9374,0.75514,0.244034,0.150981,25,654481,eugene-boudin,85,Landscape,0.2,Impressionism,AI
0.47694,0.96867,0.78495,0.66065,0.338396,0.366058,75,675684,vasily-polenov,60,Landscape,0.2,Realism,AI
0.41485,0.70567,0.89375,0.22386,0.280484,0.224071,100,528529,francisco-goya,52,Genre painting,0.2,Romanticism,AI
0.40237,0.94409,0.9053,0.52974,0.253998,0.193087,75,677329,vasily-polenov,85,Landscape,0.2,Realism,AI
0.41122,0.94663,0.85054,0.5251,0.296729,0.244401,75,670761,aleksey-savrasov,57,Landscape,0.2,Realism,AI
0.42199,0.95761,0.84655,0.58466,0.347089,0.279274,75,659344,francisco-goya,13,Capriccio,0.2,Romanticism,AI
0.32083,0.94002,0.88661,0.52136,0.270838,0.188045,75,606841,alfred-sisley,29,Landscape,0.2,Impressionism,AI
0.51313,0.96746,0.85867,0.64699,0.334317,0.281814,67,688900,francisco-goya,15,Genre painting,0.2,Romanticism,AI
0.44379,0.94538,0.89336,0.53965,0.260538,0.218313,75,656100,isaac-levitan,25,Genre painting,0.2,Realism,AI
0.48171,0.94052,0.94561,0.5222,0.18205,0.137098,75,685584,ivan-shishkin,33,Landscape,0.2,Realism,AI
0.3946,0.94401,0.90761,0.53229,0.232371,0.175211,75,685584,vasily-polenov,13,Cityscape,0.2,Realism,AI
0.53924,0.94639,0.88424,0.53807,0.282091,0.241344,75,669124,aleksey-savrasov,53,Sketch and study,0.2,Realism,AI
0.50134,0.96042,0.81353,0.62455,0.299174,0.300901,75,695556,camille-corot,18,Landscape,0.2,Realism,AI
0.45459,0.96271,0.83624,0.6184,0.393058,0.365207,85,680625,ivan-aivazovsky,10,Marina,0.2,Romanticism,AI
0.38929,0.95247,0.84397,0.5802,0.291725,0.277675,75,687241,isaac-levitan,4,Landscape,0.2,Realism,AI
0.44977,0.95674,0.86842,0.60496,0.247913,0.226799,75,652864,camille-corot,33,Landscape,0.2,Realism,AI
0.35547,0.9333,0.90059,0.49253,0.231502,0.155433,75,690561,alfred-sisley,57,Landscape,0.2,Impressionism,AI
0.48546,0.97157,0.84004,0.6793,0.358274,0.309302,67,616225,francisco-goya,93,Capriccio,0.2,Romanticism,AI
0.33813,0.92801,0.9206,0.49027,0.24017,0.141112,75,525625,alfred-sisley,23,Landscape,0.2,Impressionism,AI
0.48829,0.96059,0.81269,0.63264,0.282646,0.29347,75,595984,camille-corot,11,Landscape,0.2,Realism,AI
0.48328,0.7264,0.85499,0.23924,0.235747,0.239919,100,508369,francisco-goya,44,Self-portrait,0.2,Romanticism,AI
0.39363,0.93871,0.95906,0.52412,0.211093,0.101351,75,680625,ivan-shishkin,25,Landscape,0.2,Realism,AI
0.40006,0.93973,0.86825,0.49232,0.299159,0.242812,75,538756,aleksey-savrasov,55,Landscape,0.2,Realism,AI
0.39095,0.94359,0.85265,0.52612,0.353101,0.336427,91,664225,ivan-aivazovsky,98,Landscape,0.2,Romanticism,AI
0.35842,0.94179,0.91989,0.53418,0.259885,0.192685,75,674041,vasily-polenov,61,Landscape,0.2,Realism,AI
0.36613,0.81742,0.79911,0.29475,0.343159,0.354804,99,657721,ivan-aivazovsky,86,Landscape,0.2,Romanticism,AI
0.67703,0.94806,0.91555,0.54592,0.17506,0.182618,75,680625,ivan-shishkin,83,Self-portrait,0.2,Realism,AI
0.45275,0.95815,0.86264,0.5965,0.327746,0.259602,75,541696,ilya-repin,37,Portrait,0.2,Realism,AI
0.39702,0.95707,0.84731,0.60499,0.26415,0.244051,75,640000,isaac-levitan,72,Portrait,0.2,Realism,AI
0.39788,0.94224,0.92463,0.52726,0.224297,0.149744,75,599076,isaac-levitan,3,Landscape,0.2,Realism,AI
0.29908,0.92567,0.93415,0.47503,0.252229,0.11615,75,672400,alfred-sisley,77,Landscape,0.2,Impressionism,AI
0.40164,0.93011,0.95061,0.48164,0.210764,0.134122,75,656100,ivan-shishkin,37,Landscape,0.2,Realism,AI
0.3694,0.93575,0.90309,0.50679,0.28033,0.243968,75,693889,aleksey-savrasov,47,Landscape,0.2,Realism,AI
0.33055,0.92783,0.92396,0.47866,0.246627,0.133579,75,649636,alfred-sisley,33,Landscape,0.2,Impressionism,AI
0.65187,0.96694,0.87965,0.62187,0.253757,0.247994,75,700569,vasily-polenov,7,Sketch and study,0.2,Realism,AI
0.57607,0.7576,0.88766,0.23892,0.201846,0.217191,100,574564,francisco-goya,14,Portrait,0.2,Romanticism,AI
0.37222,0.94798,0.90746,0.5614,0.263166,0.145819,75,529984,alfred-sisley,50,Landscape,0.2,Impressionism,AI
0.39357,0.94095,0.91042,0.52614,0.234821,0.156542,75,627264,ivan-shishkin,68,Landscape,0.2,Realism,AI
0.37811,0.94615,0.8733,0.54752,0.249944,0.201335,75,636804,alfred-sisley,34,Landscape,0.2,Impressionism,AI
0.34837,0.93216,0.88951,0.49414,0.271313,0.207735,75,630436,ilya-repin,91,History painting,0.2,Realism,AI
0.41887,0.9491,0.8695,0.5444,0.265189,0.222505,75,651249,ivan-shishkin,16,Landscape,0.2,Realism,AI
0.47501,0.96042,0.85182,0.6216,0.271903,0.273267,75,538756,camille-corot,40,Landscape,0.2,Realism,AI
0.39632,0.94482,0.89928,0.5157,0.282503,0.198857,75,703921,aleksey-savrasov,23,Landscape,0.2,Realism,AI
0.45223,0.96232,0.87055,0.61255,0.30822,0.257006,75,638401,camille-corot,61,Portrait,0.2,Realism,AI
0.39693,0.93441,0.95438,0.50635,0.213353,0.109319,75,570025,ivan-shishkin,39,Landscape,0.2,Realism,AI
0.46962,0.74668,0.86327,0.24089,0.243898,0.258209,100,651249,camille-corot,32,Landscape,0.2,Realism,AI
0.4588,0.96315,0.8408,0.63144,0.322364,0.300437,75,659344,francisco-goya,90,Capriccio,0.2,Romanticism,AI
0.40459,0.94638,0.92986,0.5596,0.229621,0.142206,75,476100,alfred-sisley,16,Landscape,0.2,Impressionism,AI
0.39462,0.94737,0.84041,0.55373,0.364224,0.351623,91,669124,ivan-aivazovsky,83,Marina,0.2,Romanticism,AI
0.40632,0.95286,0.81611,0.56889,0.281138,0.283499,75,665856,isaac-levitan,100,Landscape,0.2,Realism,AI
0.44402,0.9527,0.87909,0.57308,0.283743,0.231,75,702244,ilya-repin,43,Portrait,0.2,Realism,AI
0.41416,0.95927,0.89559,0.62533,0.271871,0.23921,67,481636,camille-corot,75,Landscape,0.2,Realism,AI
0.3989,0.94788,0.83554,0.54812,0.295525,0.265219,75,534361,vasily-polenov,40,Genre painting,0.2,Realism,AI
0.40565,0.95001,0.91171,0.55548,0.302344,0.224201,75,633616,vasily-polenov,86,Sketch and study,0.2,Realism,AI
0.3913,0.95109,0.93803,0.56918,0.232622,0.134991,75,690561,eugene-boudin,25,Marina,0.2,Impressionism,AI
0.403,0.93884,0.87277,0.50678,0.28857,0.224425,75,656100,aleksey-savrasov,2,Landscape,0.2,Realism,AI
0.3719,0.94578,0.93145,0.55492,0.227419,0.149104,75,608400,eugene-boudin,80,Landscape,0.2,Impressionism,AI
0.36833,0.95412,0.89825,0.5741,0.343323,0.2604,85,682276,ivan-aivazovsky,64,Marina,0.2,Romanticism,AI
0.36815,0.95162,0.83585,0.56937,0.351268,0.34331,85,635209,ivan-aivazovsky,71,Landscape,0.2,Romanticism,AI
0.37464,0.93784,0.92511,0.51152,0.242257,0.150491,75,614656,isaac-levitan,53,Landscape,0.2,Realism,AI
0.42277,0.94527,0.90799,0.55211,0.248507,0.187795,75,698896,vasily-polenov,70,Landscape,0.2,Realism,AI
0.38813,0.93961,0.89732,0.51239,0.287183,0.198869,75,664225,ilya-repin,11,Genre painting,0.2,Realism,AI
0.39636,0.96172,0.84771,0.62296,0.358895,0.313508,85,678976,ivan-aivazovsky,24,Landscape,0.2,Romanticism,AI
0.40902,0.95191,0.90455,0.58487,0.250708,0.190085,75,608400,vasily-polenov,23,Religious painting,0.2,Realism,AI
0.4195,0.94666,0.8519,0.52529,0.307546,0.260885,75,553536,aleksey-savrasov,56,Landscape,0.2,Realism,AI
0.39047,0.94014,0.92141,0.51943,0.236467,0.152654,75,509796,eugene-boudin,59,Genre painting,0.2,Impressionism,AI
0.38946,0.93837,0.93854,0.51312,0.239715,0.148094,75,648025,ivan-shishkin,32,Landscape,0.2,Realism,AI
0.28867,0.92439,0.93311,0.47752,0.285665,0.132677,75,532900,alfred-sisley,43,Landscape,0.2,Impressionism,AI
0.42674,0.95186,0.82462,0.57629,0.285252,0.281845,75,532900,vasily-polenov,45,Landscape,0.2,Realism,AI
0.42433,0.93638,0.94301,0.50958,0.209461,0.123332,75,690561,ivan-shishkin,89,Landscape,0.2,Realism,AI
0.5096,0.80277,0.80848,0.27887,0.312265,0.33677,100,677329,francisco-goya,23,Portrait,0.2,Romanticism,AI
0.495,0.96282,0.79421,0.61957,0.349586,0.336245,75,659344,francisco-goya,89,Capriccio,0.2,Romanticism,AI
0.41944,0.94252,0.85512,0.52493,0.27855,0.246354,75,579121,vasily-polenov,46,Landscape,0.2,Realism,AI
0.48282,0.96301,0.82105,0.60798,0.347725,0.317982,75,659344,francisco-goya,100,Capriccio,0.2,Romanticism,AI
0.45957,0.95521,0.83093,0.56879,0.324493,0.303157,75,588289,aleksey-savrasov,81,Landscape,0.2,Realism,AI
0.34405,0.93741,0.95195,0.51631,0.23979,0.111688,75,675684,alfred-sisley,40,Cityscape,0.2,Impressionism,AI
0.58437,0.70135,0.91232,0.18858,0.183165,0.183035,100,537289,francisco-goya,43,Genre painting,0.2,Romanticism,AI
0.31552,0.93014,0.94481,0.4979,0.253275,0.105582,75,529984,alfred-sisley,7,Landscape,0.2,Impressionism,AI
0.44328,0.95655,0.81007,0.59199,0.319228,0.31419,75,585225,isaac-levitan,79,Sketch and study,0.2,Realism,AI
0.42322,0.9444,0.86291,0.52874,0.288958,0.244865,75,614656,aleksey-savrasov,31,Landscape,0.2,Realism,AI
0.48807,0.9615,0.82207,0.62218,0.3359,0.317964,75,690561,francisco-goya,40,Capriccio,0.2,Romanticism,AI
0.43505,0.95192,0.92531,0.56011,0.279016,0.164684,75,532900,eugene-boudin,13,Genre painting,0.2,Impressionism,AI
0.58421,0.9701,0.82357,0.6889,0.303528,0.29155,65,680625,camille-corot,94,Landscape,0.2,Realism,AI
0.60913,0.93026,0.94058,0.47378,0.167674,0.133539,75,556516,ivan-shishkin,49,Sketch and study,0.2,Realism,AI
0.45152,0.96116,0.85682,0.62505,0.279143,0.276154,75,474721,camille-corot,34,Landscape,0.2,Realism,AI
0.43589,0.95061,0.92215,0.56642,0.241185,0.153307,75,531441,eugene-boudin,27,Landscape,0.2,Impressionism,AI
0.35905,0.8161,0.8882,0.27966,0.340123,0.280707,99,656100,ivan-aivazovsky,50,Landscape,0.2,Romanticism,AI
0.42554,0.96699,0.81576,0.64525,0.375511,0.355119,85,632025,ivan-aivazovsky,96,Landscape,0.2,Romanticism,AI
0.30981,0.92702,0.93284,0.48595,0.271219,0.124301,75,483025,alfred-sisley,63,Landscape,0.2,Impressionism,AI
0.3441,0.94666,0.90148,0.55834,0.279073,0.181504,75,640000,ilya-repin,15,Religious painting,0.2,Realism,AI
0.40575,0.94736,0.87643,0.54782,0.297394,0.249777,75,659344,francisco-goya,47,Capriccio,0.2,Romanticism,AI
0.5355,0.94658,0.88722,0.51539,0.252312,0.228028,75,624100,aleksey-savrasov,45,Sketch and study,0.2,Realism,AI
0.39044,0.93956,0.89326,0.51239,0.257617,0.190216,75,690561,ivan-shishkin,56,Landscape,0.2,Realism,AI
0.43403,0.94364,0.8448,0.51632,0.315189,0.285346,75,602176,aleksey-savrasov,54,Landscape,0.2,Realism,AI
0.55342,0.97569,0.82488,0.71072,0.338068,0.29785,52,603729,francisco-goya,99,Capriccio,0.2,Romanticism,AI
0.4469,0.70595,0.92976,0.22285,0.230292,0.164421,100,567009,francisco-goya,58,Religious painting,0.2,Romanticism,AI
0.50064,0.96184,0.80924,0.61011,0.285428,0.311357,75,613089,camille-corot,53,Landscape,0.2,Realism,AI
0.4358,0.9827,0.85649,0.76227,0.39732,0.310351,50,657721,ivan-aivazovsky,9,Marina,0.2,Romanticism,AI
0.40849,0.96191,0.88912,0.63396,0.280451,0.223364,75,608400,vasily-polenov,74,Portrait,0.2,Realism,AI
0.40992,0.95155,0.85625,0.57073,0.310772,0.258263,75,659344,ilya-repin,95,Portrait,0.2,Realism,AI
0.42501,0.94545,0.83763,0.51429,0.294667,0.249851,75,652864,aleksey-savrasov,76,Landscape,0.2,Realism,AI
0.40862,0.93585,0.95643,0.51281,0.208109,0.116839,75,697225,ivan-shishkin,86,Landscape,0.2,Realism,AI
0.40253,0.95176,0.86705,0.55726,0.305291,0.246187,75,707281,aleksey-savrasov,65,Landscape,0.2,Realism,AI
0.39382,0.94024,0.93655,0.52728,0.226443,0.158232,75,656100,ivan-shishkin,1,Landscape,0.2,Realism,AI
0.43501,0.95676,0.83241,0.58531,0.32255,0.268523,75,549081,vasily-polenov,57,Landscape,0.2,Realism,AI
0.48521,0.95662,0.85419,0.59304,0.28782,0.248747,75,659344,francisco-goya,46,Capriccio,0.2,Romanticism,AI
0.41748,0.95579,0.86962,0.59693,0.29241,0.243787,75,659344,francisco-goya,59,Capriccio,0.2,Romanticism,AI
0.41655,0.9611,0.82805,0.60248,0.377508,0.367135,85,651249,ivan-aivazovsky,44,Marina,0.2,Romanticism,AI
0.32975,0.93862,0.9304,0.53029,0.246364,0.135971,75,678976,alfred-sisley,65,Landscape,0.2,Impressionism,AI
0.41661,0.94293,0.85947,0.53491,0.251445,0.224368,75,687241,vasily-polenov,92,Landscape,0.2,Realism,AI
0.44794,0.9517,0.85414,0.55021,0.291259,0.257652,75,597529,aleksey-savrasov,83,Landscape,0.2,Realism,AI
0.42965,0.9584,0.86917,0.60419,0.3162,0.294728,75,680625,aleksey-savrasov,16,Landscape,0.2,Realism,AI
0.48134,0.96702,0.82715,0.62735,0.351395,0.310981,75,562500,aleksey-savrasov,9,Landscape,0.2,Realism,AI
0.31422,0.93959,0.90665,0.53585,0.275988,0.152532,75,524176,alfred-sisley,55,Landscape,0.2,Impressionism,AI
0.3558,0.77034,0.91842,0.23606,0.258353,0.179071,99,641601,ilya-repin,9,Genre painting,0.2,Realism,AI
0.44092,0.94504,0.8648,0.53844,0.26554,0.221963,75,627264,aleksey-savrasov,71,Sketch and study,0.2,Realism,AI
0.34941,0.9379,0.92122,0.51702,0.27475,0.175856,75,585225,isaac-levitan,74,Landscape,0.2,Realism,AI
0.38136,0.95159,0.86835,0.56559,0.303935,0.243914,75,632025,isaac-levitan,10,Landscape,0.2,Realism,AI
0.30874,0.93331,0.94724,0.5075,0.282298,0.12787,75,514089,alfred-sisley,38,Landscape,0.2,Impressionism,AI
0.48206,0.9686,0.80417,0.68016,0.308811,0.34525,75,573049,camille-corot,41,Landscape,0.2,Realism,AI
0.41889,0.95525,0.86341,0.5635,0.320096,0.259514,75,692224,aleksey-savrasov,67,Landscape,0.2,Realism,AI
0.44007,0.9648,0.82397,0.6329,0.354473,0.3553,85,678976,ivan-aivazovsky,37,Marina,0.2,Romanticism,AI
0.4722,0.94645,0.88519,0.52693,0.230867,0.209245,75,611524,ivan-shishkin,91,Landscape,0.2,Realism,AI
0.48615,0.95208,0.94173,0.56777,0.258408,0.151894,75,544644,eugene-boudin,93,Genre painting,0.2,Impressionism,AI
0.39997,0.94387,0.84475,0.52183,0.272559,0.237999,75,703921,aleksey-savrasov,66,Landscape,0.2,Realism,AI
0.42426,0.94691,0.9397,0.54451,0.259877,0.150371,75,674041,eugene-boudin,15,Genre painting,0.2,Impressionism,AI
0.40825,0.94034,0.94514,0.5275,0.213252,0.135766,75,685584,isaac-levitan,15,Landscape,0.2,Realism,AI
0.48123,0.95491,0.90549,0.59038,0.22477,0.198548,75,707281,camille-corot,37,Landscape,0.2,Realism,AI
0.29278,0.92136,0.94474,0.47477,0.274446,0.109048,75,522729,alfred-sisley,76,Landscape,0.2,Impressionism,AI
0.46362,0.94895,0.88955,0.56618,0.213857,0.182196,75,579121,isaac-levitan,14,Sketch and study,0.2,Realism,AI
0.46778,0.98378,0.7536,0.77911,0.40101,0.441311,70,707281,ivan-aivazovsky,72,Marina,0.2,Romanticism,AI
0.38606,0.94276,0.92595,0.52559,0.245016,0.140504,75,606841,eugene-boudin,84,Landscape,0.2,Impressionism,AI
0.39071,0.95167,0.84498,0.57909,0.277789,0.261677,75,682276,ilya-repin,10,Animal painting,0.2,Realism,AI
0.36668,0.94064,0.85916,0.51733,0.275721,0.229523,75,702244,ilya-repin,23,Battle painting,0.2,Realism,AI
0.39961,0.94866,0.8534,0.553,0.269814,0.24995,75,651249,isaac-levitan,82,Landscape,0.2,Realism,AI
0.38475,0.95052,0.90385,0.58128,0.251721,0.194528,75,697225,vasily-polenov,62,Landscape,0.2,Realism,AI
0.37464,0.94225,0.91927,0.5294,0.241756,0.149704,75,558009,eugene-boudin,26,Marina,0.2,Impressionism,AI
0.40616,0.9508,0.85986,0.56585,0.284141,0.258887,75,597529,isaac-levitan,39,Landscape,0.2,Realism,AI
0.4374,0.94873,0.87263,0.55652,0.295321,0.225138,75,659344,francisco-goya,95,Capriccio,0.2,Romanticism,AI
0.38134,0.93928,0.91315,0.52034,0.253447,0.186878,75,649636,ilya-repin,72,Genre painting,0.2,Realism,AI
0.47144,0.96483,0.8746,0.6376,0.269265,0.256484,75,611524,camille-corot,99,Landscape,0.2,Realism,AI
0.42563,0.96402,0.80694,0.62749,0.371548,0.38379,85,635209,ivan-aivazovsky,14,Landscape,0.2,Romanticism,AI
0.37306,0.94691,0.90986,0.55318,0.303513,0.211628,75,659344,ilya-repin,94,Genre painting,0.2,Realism,AI
0.40221,0.94349,0.89223,0.52602,0.296588,0.250183,75,627264,aleksey-savrasov,52,Landscape,0.2,Realism,AI
0.42406,0.95771,0.93133,0.60854,0.238798,0.159155,75,700569,eugene-boudin,81,Marina,0.2,Impressionism,AI
0.47165,0.95181,0.86287,0.56595,0.29981,0.242503,75,659344,francisco-goya,27,Capriccio,0.2,Romanticism,AI
0.46197,0.75367,0.89706,0.24673,0.256646,0.230613,100,544644,camille-corot,31,Landscape,0.2,Realism,AI
0.37952,0.94717,0.9425,0.5491,0.250729,0.158798,75,682276,vasily-polenov,96,Religious painting,0.2,Realism,AI
0.44178,0.95839,0.85474,0.59884,0.373356,0.33326,85,670761,ivan-aivazovsky,20,Landscape,0.2,Romanticism,AI
0.4553,0.95626,0.82662,0.57257,0.337301,0.295973,75,707281,aleksey-savrasov,62,Landscape,0.2,Realism,AI
0.43241,0.95736,0.89994,0.59425,0.256694,0.1941,75,571536,eugene-boudin,69,Marina,0.2,Impressionism,AI
